"","Make","Model","Year","Engine.Fuel.Type","Engine.HP","Engine.Cylinders","Transmission.Type","Driven_Wheels","Number.of.Doors","Market.Category","Vehicle.Size","Vehicle.Style","highway.MPG","city.mpg","Popularity","MSRP"
"2804","Chevrolet","Colorado",2016,"regular unleaded",305,6,"AUTOMATIC","four wheel drive",4,"Diesel","Compact","Crew Cab Pickup",24,17,1385,35300
"2805","Chevrolet","Colorado",2016,"regular unleaded",200,4,"AUTOMATIC","rear wheel drive",4,"Diesel","Compact","Crew Cab Pickup",27,20,1385,27920
"2806","Chevrolet","Colorado",2016,"regular unleaded",200,4,"MANUAL","rear wheel drive",4,"Diesel","Compact","Extended Cab Pickup",26,19,1385,22435
"2807","Chevrolet","Colorado",2016,"regular unleaded",200,4,"AUTOMATIC","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",27,20,1385,25980
"2808","Chevrolet","Colorado",2016,"regular unleaded",305,6,"AUTOMATIC","rear wheel drive",4,"Diesel","Compact","Crew Cab Pickup",26,18,1385,29440
"2809","Dodge","Colt",1992,"regular unleaded",92,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",33,27,1851,2000
"2810","Dodge","Colt",1992,"regular unleaded",92,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",32,25,1851,2000
"2811","Dodge","Colt",1993,"regular unleaded",92,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",36,28,1851,2000
"2812","Dodge","Colt",1993,"regular unleaded",113,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",31,23,1851,2000
"2813","Dodge","Colt",1993,"regular unleaded",92,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",36,28,1851,2000
"2814","Dodge","Colt",1993,"regular unleaded",92,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",36,28,1851,2000
"2815","Dodge","Colt",1994,"regular unleaded",113,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",30,23,1851,2000
"2816","Dodge","Colt",1994,"regular unleaded",92,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",35,28,1851,2000
"2817","Dodge","Colt",1994,"regular unleaded",113,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",30,23,1851,2000
"2818","Dodge","Colt",1994,"regular unleaded",92,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",35,28,1851,2000
"2819","Plymouth","Colt",1992,"regular unleaded",113,4,"MANUAL","front wheel drive",4,"N/A","Compact","Wagon",26,21,535,2000
"2820","Plymouth","Colt",1992,"regular unleaded",92,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",32,25,535,2000
"2821","Plymouth","Colt",1992,"regular unleaded",92,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",33,27,535,2000
"2822","Plymouth","Colt",1992,"regular unleaded",113,4,"MANUAL","front wheel drive",4,"N/A","Compact","Wagon",26,21,535,2000
"2823","Plymouth","Colt",1992,"regular unleaded",113,4,"MANUAL","all wheel drive",4,"N/A","Compact","Wagon",24,19,535,2000
"2824","Plymouth","Colt",1993,"regular unleaded",92,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",36,28,535,2000
"2825","Plymouth","Colt",1993,"regular unleaded",92,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",36,28,535,2000
"2826","Plymouth","Colt",1993,"regular unleaded",113,4,"MANUAL","all wheel drive",4,"N/A","Compact","Wagon",24,19,535,2000
"2827","Plymouth","Colt",1993,"regular unleaded",113,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",31,23,535,2000
"2828","Plymouth","Colt",1993,"regular unleaded",92,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",36,28,535,2000
"2829","Plymouth","Colt",1993,"regular unleaded",136,4,"MANUAL","front wheel drive",4,"N/A","Compact","Wagon",26,19,535,2000
"2830","Plymouth","Colt",1993,"regular unleaded",113,4,"MANUAL","front wheel drive",4,"N/A","Compact","Wagon",26,21,535,2000
"2831","Plymouth","Colt",1994,"regular unleaded",113,4,"MANUAL","front wheel drive",4,"N/A","Compact","Wagon",27,21,535,2000
"2832","Plymouth","Colt",1994,"regular unleaded",136,4,"MANUAL","front wheel drive",4,"N/A","Compact","Wagon",25,19,535,2000
"2833","Plymouth","Colt",1994,"regular unleaded",136,4,"MANUAL","all wheel drive",4,"N/A","Compact","Wagon",22,18,535,2000
"2834","Plymouth","Colt",1994,"regular unleaded",92,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",35,28,535,2000
"2835","Plymouth","Colt",1994,"regular unleaded",92,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",35,28,535,2000
"2836","Plymouth","Colt",1994,"regular unleaded",113,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",30,23,535,2000
"2837","Plymouth","Colt",1994,"regular unleaded",113,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",30,23,535,2000
"2838","Chrysler","Concorde",2002,"regular unleaded",234,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","Sedan",24,16,1013,25520
"2839","Chrysler","Concorde",2002,"regular unleaded",200,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","Sedan",26,18,1013,22790
"2840","Chrysler","Concorde",2002,"regular unleaded",250,6,"AUTOMATIC","four wheel drive",4,"Performance","Large","Sedan",24,16,1013,28415
"2841","Chrysler","Concorde",2003,"regular unleaded",200,6,"AUTOMATIC","front wheel drive",4,"N/A","Large","Sedan",27,19,1013,23180
"2842","Chrysler","Concorde",2003,"regular unleaded",234,6,"AUTOMATIC","front wheel drive",4,"N/A","Large","Sedan",25,17,1013,25910
"2843","Chrysler","Concorde",2003,"regular unleaded",250,6,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",25,17,1013,28805
"2844","Chrysler","Concorde",2004,"regular unleaded",200,6,"AUTOMATIC","front wheel drive",4,"N/A","Large","Sedan",27,19,1013,23480
"2845","Chrysler","Concorde",2004,"regular unleaded",234,6,"AUTOMATIC","front wheel drive",4,"N/A","Large","Sedan",25,17,1013,26210
"2846","Chrysler","Concorde",2004,"regular unleaded",250,6,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",25,17,1013,29105
"2847","Bentley","Continental Flying Spur Speed",2011,"premium unleaded (required)",600,12,"AUTOMATIC","all wheel drive",4,"Exotic,Factory Tuner,Luxury,High-Performance","Large","Sedan",17,10,520,206600
"2848","Bentley","Continental Flying Spur Speed",2012,"flex-fuel (premium unleaded required/E85)",600,12,"AUTOMATIC","all wheel drive",4,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance","Large","Sedan",17,10,520,209600
"2849","Bentley","Continental Flying Spur Speed",2013,"flex-fuel (premium unleaded required/E85)",600,12,"AUTOMATIC","all wheel drive",4,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance","Large","Sedan",17,10,520,209600
"2850","Bentley","Continental Flying Spur",2011,"flex-fuel (premium unleaded required/E85)",552,12,"AUTOMATIC","all wheel drive",4,"Exotic,Flex Fuel,Luxury,High-Performance","Large","Sedan",18,11,520,181200
"2851","Bentley","Continental Flying Spur",2012,"flex-fuel (premium unleaded required/E85)",552,12,"AUTOMATIC","all wheel drive",4,"Exotic,Flex Fuel,Luxury,High-Performance","Large","Sedan",19,11,520,184200
"2852","Bentley","Continental Flying Spur",2013,"flex-fuel (premium unleaded required/E85)",552,12,"AUTOMATIC","all wheel drive",4,"Exotic,Flex Fuel,Luxury,High-Performance","Large","Sedan",19,11,520,184200
"2853","Bentley","Continental GT Speed Convertible",2014,"flex-fuel (premium unleaded required/E85)",626,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance","Midsize","Convertible",20,12,520,238700
"2854","Bentley","Continental GT Speed",2010,"premium unleaded (required)",600,12,"AUTOMATIC","all wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Midsize","Coupe",17,10,520,207700
"2855","Bentley","Continental GT Speed",2014,"flex-fuel (premium unleaded required/E85)",616,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance","Midsize","Coupe",20,13,520,217000
"2856","Bentley","Continental GT3-R",2015,"premium unleaded (required)",572,8,"AUTOMATIC","all wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Midsize","Coupe",23,13,520,337000
"2857","Bentley","Continental GT",2014,"premium unleaded (required)",500,8,"AUTOMATIC","all wheel drive",2,"Exotic,Luxury,High-Performance","Midsize","Coupe",24,15,520,177500
"2858","Bentley","Continental GT",2014,"premium unleaded (required)",521,8,"AUTOMATIC","all wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Midsize","Coupe",24,15,520,196500
"2859","Bentley","Continental GT",2014,"flex-fuel (premium unleaded required/E85)",567,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Luxury,High-Performance","Midsize","Coupe",21,12,520,198600
"2860","Bentley","Continental GT",2015,"flex-fuel (premium unleaded required/E85)",626,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance","Midsize","Convertible",20,12,520,250100
"2861","Bentley","Continental GT",2015,"flex-fuel (premium unleaded required/E85)",626,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance","Midsize","Coupe",21,12,520,227600
"2862","Bentley","Continental GT",2015,"flex-fuel (premium unleaded required/E85)",567,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Luxury,High-Performance","Midsize","Coupe",21,12,520,203500
"2863","Bentley","Continental GT",2015,"premium unleaded (required)",521,8,"AUTOMATIC","all wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Midsize","Convertible",24,14,520,219400
"2864","Bentley","Continental GT",2015,"premium unleaded (required)",500,8,"AUTOMATIC","all wheel drive",2,"Exotic,Luxury,High-Performance","Midsize","Convertible",24,14,520,206300
"2865","Bentley","Continental GT",2015,"premium unleaded (required)",500,8,"AUTOMATIC","all wheel drive",2,"Exotic,Luxury,High-Performance","Midsize","Coupe",25,15,520,187900
"2866","Bentley","Continental GT",2015,"flex-fuel (premium unleaded required/E85)",567,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Luxury,High-Performance","Midsize","Convertible",20,12,520,223600
"2867","Bentley","Continental GT",2015,"premium unleaded (required)",521,8,"AUTOMATIC","all wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Midsize","Coupe",25,15,520,199700
"2868","Bentley","Continental GT",2016,"premium unleaded (required)",521,8,"AUTOMATIC","all wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Midsize","Convertible",24,14,520,231800
"2869","Bentley","Continental GT",2016,"premium unleaded (required)",500,8,"AUTOMATIC","all wheel drive",2,"Exotic,Luxury,High-Performance","Midsize","Coupe",25,15,520,198500
"2870","Bentley","Continental GT",2016,"premium unleaded (required)",500,8,"AUTOMATIC","all wheel drive",2,"Exotic,Luxury,High-Performance","Midsize","Convertible",24,14,520,218400
"2871","Bentley","Continental GT",2016,"premium unleaded (required)",626,12,"AUTOMATIC","all wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Midsize","Coupe",21,12,520,239400
"2872","Bentley","Continental GT",2016,"premium unleaded (required)",582,12,"AUTOMATIC","all wheel drive",2,"Exotic,Luxury,High-Performance","Midsize","Convertible",20,12,520,236100
"2873","Bentley","Continental GT",2016,"premium unleaded (required)",582,12,"AUTOMATIC","all wheel drive",2,"Exotic,Luxury,High-Performance","Midsize","Coupe",21,12,520,214600
"2874","Bentley","Continental GT",2016,"premium unleaded (required)",521,8,"AUTOMATIC","all wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Midsize","Coupe",25,15,520,210700
"2875","Bentley","Continental GT",2016,"premium unleaded (required)",626,12,"AUTOMATIC","all wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Midsize","Convertible",20,12,520,263400
"2876","Bentley","Continental GTC Speed",2010,"premium unleaded (required)",600,12,"AUTOMATIC","all wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Midsize","Convertible",17,10,520,231400
"2877","Bentley","Continental GTC Speed",2011,"flex-fuel (premium unleaded required/E85)",600,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance","Midsize","Convertible",17,10,520,236100
"2878","Bentley","Continental GTC",2012,"flex-fuel (premium unleaded required/E85)",567,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Luxury,High-Performance","Midsize","Convertible",19,11,520,212800
"2879","Bentley","Continental GTC",2013,"flex-fuel (premium unleaded required/E85)",567,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Luxury,High-Performance","Midsize","Convertible",19,11,520,212800
"2880","Bentley","Continental GTC",2013,"premium unleaded (required)",500,8,"AUTOMATIC","all wheel drive",2,"Exotic,Luxury,High-Performance","Midsize","Convertible",24,14,520,191400
"2881","Bentley","Continental GTC",2014,"premium unleaded (required)",500,8,"AUTOMATIC","all wheel drive",2,"Exotic,Luxury,High-Performance","Midsize","Convertible",24,14,520,195200
"2882","Bentley","Continental GTC",2014,"flex-fuel (premium unleaded required/E85)",567,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Luxury,High-Performance","Midsize","Convertible",20,12,520,218500
"2883","Bentley","Continental GTC",2014,"premium unleaded (required)",521,8,"AUTOMATIC","all wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Midsize","Convertible",24,14,520,216200
"2884","Bentley","Continental Supersports Convertible",2011,"flex-fuel (premium unleaded required/E85)",621,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance","Midsize","Convertible",19,12,520,280400
"2885","Bentley","Continental Supersports Convertible",2012,"flex-fuel (premium unleaded required/E85)",621,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance","Midsize","Convertible",19,12,520,280400
"2886","Bentley","Continental Supersports",2010,"flex-fuel (premium unleaded required/E85)",621,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance","Midsize","Coupe",19,12,520,267000
"2887","Bentley","Continental Supersports",2011,"flex-fuel (premium unleaded required/E85)",621,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance","Midsize","Coupe",19,12,520,267000
"2888","Bentley","Continental Supersports",2012,"flex-fuel (premium unleaded required/E85)",621,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance","Midsize","Coupe",19,12,520,267000
"2889","Bentley","Continental",2001,"premium unleaded (required)",420,8,"AUTOMATIC","rear wheel drive",2,"Exotic,Luxury,Performance","Large","Coupe",15,10,520,299900
"2890","Bentley","Continental",2001,"premium unleaded (required)",400,8,"AUTOMATIC","rear wheel drive",2,"Exotic,Luxury,Performance","Large","Coupe",15,10,520,279900
"2891","Bentley","Continental",2001,"premium unleaded (required)",420,8,"AUTOMATIC","rear wheel drive",2,"Exotic,Factory Tuner,Luxury,Performance","Large","Coupe",15,10,520,309900
"2892","Bentley","Continental",2001,"premium unleaded (required)",420,8,"AUTOMATIC","rear wheel drive",2,"Exotic,Factory Tuner,Luxury,Performance","Large","Coupe",15,10,520,319900
"2893","Bentley","Continental",2003,"premium unleaded (required)",420,8,"AUTOMATIC","rear wheel drive",2,"Exotic,Luxury,Performance","Large","Coupe",15,10,520,328990
"2894","Bentley","Continental",2003,"premium unleaded (required)",420,8,"AUTOMATIC","rear wheel drive",2,"Exotic,Factory Tuner,Luxury,Performance","Large","Coupe",15,10,520,318990
"2895","Lincoln","Continental",2001,"regular unleaded",275,8,"AUTOMATIC","front wheel drive",4,"Luxury","Large","Sedan",23,15,61,39660
"2896","Lincoln","Continental",2002,"premium unleaded (required)",275,8,"AUTOMATIC","front wheel drive",4,"Luxury","Large","Sedan",23,15,61,39895
"2897","Lincoln","Continental",2002,"premium unleaded (required)",275,8,"AUTOMATIC","front wheel drive",4,"Luxury","Large","Sedan",23,15,61,38185
"2898","Lincoln","Continental",2002,"premium unleaded (required)",275,8,"AUTOMATIC","front wheel drive",4,"Luxury","Large","Sedan",23,15,61,38790
"2899","Lincoln","Continental",2002,"premium unleaded (required)",275,8,"AUTOMATIC","front wheel drive",4,"Luxury","Large","Sedan",23,15,61,39775
"2900","Lincoln","Continental",2017,"regular unleaded",305,6,"AUTOMATIC","front wheel drive",4,"Luxury","Large","Sedan",26,17,61,44560
"2901","Lincoln","Continental",2017,"regular unleaded",305,6,"AUTOMATIC","all wheel drive",4,"Luxury","Large","Sedan",24,16,61,46560
"2902","Lincoln","Continental",2017,"regular unleaded",305,6,"AUTOMATIC","all wheel drive",4,"Luxury","Large","Sedan",24,16,61,49515
"2903","Lincoln","Continental",2017,"regular unleaded",305,6,"AUTOMATIC","front wheel drive",4,"Luxury","Large","Sedan",26,17,61,47515
"2904","Ford","Contour SVT",1998,"regular unleaded",195,6,"MANUAL","front wheel drive",4,"Factory Tuner,Performance","Midsize","Sedan",26,17,5657,2655
"2905","Ford","Contour SVT",1999,"regular unleaded",200,6,"MANUAL","front wheel drive",4,"Factory Tuner,Performance","Midsize","Sedan",26,17,5657,2702
"2906","Ford","Contour SVT",2000,"regular unleaded",200,6,"MANUAL","front wheel drive",4,"Factory Tuner,Performance","Midsize","Sedan",27,18,5657,2937
"2907","Ford","Contour",1998,"regular unleaded",125,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",32,21,5657,2000
"2908","Ford","Contour",1998,"regular unleaded",125,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",32,21,5657,2000
"2909","Ford","Contour",1998,"regular unleaded",125,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",32,21,5657,2000
"2910","Ford","Contour",1998,"regular unleaded",125,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",32,21,5657,2000
"2911","Ford","Contour",1999,"regular unleaded",125,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",31,21,5657,2000
"2912","Ford","Contour",1999,"regular unleaded",125,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",31,21,5657,2000
"2913","Ford","Contour",2000,"regular unleaded",170,6,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",27,18,5657,2000
"2914","Ford","Contour",2000,"regular unleaded",125,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",31,21,5657,2079
"2915","Rolls-Royce","Corniche",2001,"premium unleaded (required)",325,8,"AUTOMATIC","rear wheel drive",2,"Exotic,Luxury","Large","Convertible",15,10,86,359990
"2916","Toyota","Corolla iM",2017,"regular unleaded",137,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",35,27,2031,18750
"2917","Toyota","Corolla iM",2017,"regular unleaded",137,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",36,28,2031,19490
"2918","Toyota","Corolla",2015,"regular unleaded",140,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",42,30,2031,18965
"2919","Toyota","Corolla",2015,"regular unleaded",132,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",38,29,2031,18965
"2920","Toyota","Corolla",2015,"regular unleaded",140,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",40,30,2031,19665
"2921","Toyota","Corolla",2015,"regular unleaded",132,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",37,29,2031,19895
"2922","Toyota","Corolla",2015,"regular unleaded",132,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",36,27,2031,17550
"2923","Toyota","Corolla",2015,"regular unleaded",132,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",37,28,2031,16950
